MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Alistair Darling","Edinburgh South West BC","","","£695.88","£0.00","","","","£12,324.16","£0.00","n/a","","£0.00","£0.00","n/a","","£46,831.28","£0.00","£59,851.32","","","","£3,316.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£3,316.00","£63,167.32"
"Alok Sharma","Reading West CC","","","£18,613.82","£0.00","","","","£132,397.43","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,011.25","","","","£139.00","£0.00","","Uncapped","£8,379.50","Uncapped","£0.00","£8,518.50","£159,529.75"
"Alun Cairns","Vale of Glamorgan CC","","","£15,669.36","£0.00","","","","£128,156.30","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,825.66","","","","£20,008.01","£0.00","","Uncapped","£8,941.70","Uncapped","£0.00","£28,949.71","£172,775.37"
"Amanda Milling","Cannock Chase CC","","","£18,359.71","£0.00","","","","£101,488.78","£0.00","n/a","","£5,806.19","£0.00","n/a","","£0.00","£0.00","£125,654.68","","","","£17,431.36","£0.00","","Uncapped","£5,737.48","Uncapped","£0.00","£23,168.84","£148,823.52"
"Amanda Solloway","Derby North BC","","","£10,096.17","£0.00","","","","£100,361.42","£0.00","n/a","","£3,934.13","£0.00","n/a","","£0.00","£0.00","£114,391.72","","","","£16,518.50","£0.00","","Uncapped","£9,866.03","Uncapped","£0.00","£26,384.53","£140,776.25"
"Amber Rudd","Hastings and Rye CC","","","£22,155.42","£0.00","","","","£135,180.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,335.69","","","","£10,444.13","£0.00","","Uncapped","£3,051.03","Uncapped","£0.00","£13,495.16","£170,830.85"
"Anas Sarwar","Glasgow Central BC","","","£0.00","£0.00","","","","£16,272.31","£0.00","n/a","","£0.00","£0.00","n/a","","£49,020.37","£0.00","£65,292.68","","","","£4,996.04","£0.00","","Uncapped","£932.22","Uncapped","£3,239.80","£9,168.06","£74,460.74"
"Andrea Jenkyns","Morley and Outwood CC","","","£15,146.03","£0.00","","","","£107,882.30","£0.00","n/a","","£5,034.44","£0.00","n/a","","£0.00","£0.00","£128,062.77","","","","£18,611.44","£0.00","","Uncapped","£9,747.05","Uncapped","£0.00","£28,358.49","£156,421.26"
"Andrea Leadsom","South Northamptonshire CC","","","£13,228.87","£0.00","","","","£124,904.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,133.23","","","","£0.00","£0.00","","Uncapped","£4,768.69","Uncapped","£0.00","£4,768.69","£142,901.92"
"Andrew Bingham","High Peak CC","","","£19,911.81","£0.00","","","","£124,357.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,269.78","","","","£20,578.92","£0.00","","Uncapped","£7,371.70","Uncapped","£0.00","£27,950.62","£172,220.40"
"Andrew Bridgen","North West Leicestershire CC","","","£20,966.28","£0.00","","","","£104,473.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,439.47","","","","£14,368.75","£0.00","","Uncapped","£7,841.00","Uncapped","£0.00","£22,209.75","£147,649.22"
"Andrew George","St Ives CC","","","£3,767.42","£0.00","","","","£14,566.90","£0.00","n/a","","£0.00","£0.00","n/a","","£83,534.12","£0.00","£101,868.44","","","","£2,173.51","£0.00","","Uncapped","£847.09","Uncapped","£3,898.10","£6,918.70","£108,787.14"
"Andrew Griffiths","Burton CC","","","£14,831.53","£0.00","","","","£103,477.43","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£118,308.96","","","","£13,518.05","£0.00","","Uncapped","£5,247.66","Uncapped","£0.00","£18,765.71","£137,074.67"
"Andrew Gwynne","Denton and Reddish BC","","","£14,340.21","£0.00","","","","£128,202.99","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,543.20","","","","£18,423.00","£0.00","","Uncapped","£5,031.25","Uncapped","£0.00","£23,454.25","£165,997.45"
"Andrew Jones","Harrogate and Knaresborough CC","","","£22,299.63","£0.00","","","","£132,241.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,541.50","","","","£3,034.56","£0.00","","Uncapped","£8,888.91","Uncapped","£0.00","£11,923.47","£166,464.97"
"Andrew Lansley","South Cambridgeshire CC","","","£3,381.57","£0.00","","","","£12,087.16","£0.00","n/a","","£0.00","£0.00","n/a","","£42,102.18","£0.00","£57,570.91","","","","£0.00","£0.00","","Uncapped","£227.93","Uncapped","£63.79","£291.72","£57,862.63"
"Andrew Miller","Ellesmere Port and Neston CC","","","£1,241.48","£0.00","","","","£12,208.60","£0.00","n/a","","£0.00","£0.00","n/a","","£77,311.81","£0.00","£90,761.89","","","","£369.50","£0.00","","Uncapped","£335.00","Uncapped","£0.00","£704.50","£91,466.39"
"Andrew Mitchell","Sutton Coldfield BC","","","£15,567.40","£0.00","","","","£147,439.93","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,007.33","","","","£3,788.70","£0.00","","Uncapped","£7,319.91","Uncapped","£0.00","£11,108.61","£174,115.94"
"Andrew Murrison","South West Wiltshire CC","","","£17,657.56","£0.00","","","","£87,309.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£104,967.37","","","","£1,972.46","£0.00","","Uncapped","£4,274.35","Uncapped","£438.00","£6,684.81","£111,652.18"
"Andrew Percy","Brigg and Goole CC","","","£22,479.58","£0.00","","","","£136,662.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,141.87","","","","£15,475.51","£0.00","","Uncapped","£6,542.90","Uncapped","£355.00","£22,373.41","£181,515.28"
"Andrew Robathan","South Leicestershire CC","","","£0.00","£0.00","","","","£8,392.99","£0.00","n/a","","£0.00","£0.00","n/a","","£45,600.00","£0.00","£53,992.99","","","","£641.00","£0.00","","Uncapped","£161.10","Uncapped","£639.00","£1,441.10","£55,434.09"
"Andrew Rosindell","Romford BC","","","£25,622.81","£0.00","","","","£147,054.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£172,677.28","","","","£0.00","£0.00","","Uncapped","£1,514.88","Uncapped","£0.00","£1,514.88","£174,192.16"
"Andrew Selous","South West Bedfordshire CC","","","£18,854.84","£0.00","","","","£138,300.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,155.02","","","","£0.00","£0.00","","Uncapped","£498.75","Uncapped","£0.00","£498.75","£157,653.77"
"Andrew Smith","Oxford East BC","","","£18,604.53","£0.00","","","","£138,977.17","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,581.70","","","","£0.00","£0.00","","Uncapped","£4,708.10","Uncapped","£0.00","£4,708.10","£162,289.80"
"Andrew Stephenson","Pendle BC","","","£23,129.57","£0.00","","","","£145,397.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£168,527.05","","","","£10,709.27","£0.00","","Uncapped","£7,543.92","Uncapped","£0.00","£18,253.19","£186,780.24"
"Andrew Stunell","Hazel Grove CC","","","£245.47","£0.00","","","","£13,914.64","£0.00","n/a","","£0.00","£0.00","n/a","","£28,358.60","£0.00","£42,518.71","","","","£279.06","£0.00","","Uncapped","£0.00","Uncapped","£110.00","£389.06","£42,907.77"
"Andrew Turner","Isle of Wight CC","","","£19,083.74","£0.00","","","","£113,089.21","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,172.95","","","","£13,863.19","£0.00","","Uncapped","£3,534.51","Uncapped","£0.00","£17,397.70","£149,570.65"
"Andrew Tyrie","Chichester CC","","","£20,265.37","£0.00","","","","£134,103.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,368.65","","","","£19,789.19","£0.00","","Uncapped","£2,111.47","Uncapped","£0.00","£21,900.66","£176,269.31"
"Andy Burnham","Leigh CC","","","£21,690.08","£0.00","","","","£144,229.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£165,919.46","","","","£18,966.27","£0.00","","Uncapped","£5,105.63","Uncapped","£0.00","£24,071.90","£189,991.36"
"Andy Love","Edmonton BC","","","£5,202.33","£0.00","","","","£13,793.80","£0.00","n/a","","£0.00","£0.00","n/a","","£30,239.21","£0.00","£49,235.34","","","","£0.00","£0.00","","Uncapped","£11.50","Uncapped","£0.00","£11.50","£49,246.84"
"Andy McDonald","Middlesbrough BC","","","£19,024.27","£0.00","","","","£139,351.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,375.38","","","","£20,793.52","£0.00","","Uncapped","£6,887.99","Uncapped","£0.00","£27,681.51","£186,056.89"
"Andy Sawford","Corby CC","","","£861.94","£0.00","","","","£13,820.30","£0.00","n/a","","£0.00","£0.00","n/a","","£41,360.27","£0.00","£56,042.51","","","","£3,123.59","£0.00","","Uncapped","£543.50","Uncapped","£1,801.12","£5,468.21","£61,510.72"
"Andy Slaughter","Hammersmith BC","","","£25,769.69","£0.00","","","","£143,767.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,536.78","","","","£0.00","£0.00","","Uncapped","£1,597.85","Uncapped","£0.00","£1,597.85","£171,134.63"
"Angela Crawley","Lanark and Hamilton East CC","","","£13,277.57","£0.00","","","","£89,786.48","£0.00","n/a","","£4,494.03","£0.00","n/a","","£0.00","£0.00","£107,558.08","","","","£17,533.38","£0.00","","Uncapped","£22,287.98","Uncapped","£0.00","£39,821.36","£147,379.44"
"Angela Eagle","Wallasey BC","","","£23,323.34","£0.00","","","","£135,611.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,935.04","","","","£4,476.65","£0.00","","Uncapped","£5,582.21","Uncapped","£0.00","£10,058.86","£168,993.90"
"Angela Rayner","Ashton-under-Lyne BC","","","£12,802.52","£0.00","","","","£105,896.54","£0.00","n/a","","£5,089.06","£0.00","n/a","","£0.00","£0.00","£123,788.12","","","","£8,949.00","£0.00","","Uncapped","£12,133.58","Uncapped","£360.00","£21,442.58","£145,230.70"
"Angela Smith","Penistone and Stocksbridge CC","","","£22,751.59","£0.00","","","","£139,510.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,262.41","","","","£18,934.93","£0.00","","Uncapped","£7,820.58","Uncapped","£198.00","£26,953.51","£189,215.92"
"Angela Watkinson","Hornchurch and Upminster BC","","","£22,544.08","£0.00","","","","£141,020.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,564.57","","","","£0.00","£0.00","","Uncapped","£122.00","Uncapped","£0.00","£122.00","£163,686.57"
"Angie Bray","Ealing Central and Acton BC","","","£182.00","£0.00","","","","£13,803.85","£0.00","n/a","","£0.00","£0.00","n/a","","£38,223.33","£0.00","£52,209.18","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£52,209.18"
"Angus MacNeil","Na h-Eileanan an Iar CC","","","£21,234.81","£0.00","","","","£121,799.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,034.50","","","","£15,324.69","£0.00","","Uncapped","£49,194.76","Uncapped","£0.00","£64,519.45","£207,553.95"
"Angus Robertson","Moray CC","","","£17,445.35","£0.00","","","","£122,169.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,615.29","","","","£19,616.23","£0.00","","Uncapped","£20,757.17","Uncapped","£0.00","£40,373.40","£179,988.69"
"Ann Clwyd","Cynon Valley CC","","","£22,280.82","£0.00","","","","£135,296.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,577.23","","","","£6,841.03","£0.00","","Uncapped","£5,540.60","Uncapped","£0.00","£12,381.63","£169,958.86"
"Ann Coffey","Stockport BC","","","£16,111.70","£0.00","","","","£139,489.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,601.56","","","","£10,255.03","£0.00","","Uncapped","£8,375.31","Uncapped","£0.00","£18,630.34","£174,231.90"
"Ann McKechin","Glasgow North BC","","","£2,663.95","£0.00","","","","£12,823.43","£0.00","n/a","","£0.00","£0.00","n/a","","£63,822.48","£0.00","£79,309.86","","","","£217.23","£0.00","","Uncapped","£0.00","Uncapped","£268.00","£485.23","£79,795.09"
"Anna Soubry","Broxtowe CC","","","£22,079.11","£0.00","","","","£148,735.30","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£170,814.41","","","","£20,600.00","£0.00","","Uncapped","£6,524.35","Uncapped","£0.00","£27,124.35","£197,938.76"
"Anna Turley","Redcar BC","","","£19,874.59","£0.00","","","","£123,804.89","£0.00","n/a","","£4,907.37","£0.00","n/a","","£0.00","£0.00","£148,586.85","","","","£15,030.90","£0.00","","Uncapped","£10,067.80","Uncapped","£0.00","£25,098.70","£173,685.55"
"Anne Begg","Aberdeen South BC","","","£1,638.69","£0.00","","","","£14,381.97","£0.00","n/a","","£0.00","£0.00","n/a","","£86,855.40","£0.00","£102,876.06","","","","£1,795.62","£0.00","","Uncapped","£897.48","Uncapped","£1,811.71","£4,504.81","£107,380.87"
"Anne Main","St Albans CC","","","£8,157.32","£0.00","","","","£130,186.54","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,343.86","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£138,343.86"
"Anne McGuire","Stirling CC","","","£2,566.13","£0.00","","","","£13,579.90","£0.00","n/a","","£0.00","£0.00","n/a","","£73,346.74","£0.00","£89,492.77","","","","£1,528.48","£0.00","","Uncapped","£321.80","Uncapped","£1,357.75","£3,208.03","£92,700.80"
"Anne McIntosh","Thirsk and Malton CC","","","£253.90","£0.00","","","","£13,092.34","£0.00","n/a","","£0.00","£0.00","n/a","","£30,058.63","£0.00","£43,404.87","","","","£896.56","£0.00","","Uncapped","£192.40","Uncapped","£2,546.40","£3,635.36","£47,040.23"
"Anne McLaughlin","Glasgow North East BC","","","£20,868.75","£0.00","","","","£118,079.42","£0.00","n/a","","£2,667.61","£0.00","n/a","","£0.00","£0.00","£141,615.78","","","","£15,200.50","£0.00","","Uncapped","£14,985.07","Uncapped","£50.00","£30,235.57","£171,851.35"
"Anne Milton","Guildford CC","","","£11,905.87","£0.00","","","","£124,795.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,700.95","","","","£0.00","£0.00","","Uncapped","£4,896.65","Uncapped","£0.00","£4,896.65","£141,597.60"
"Anne Morris","Newton Abbot CC","","","£18,745.94","£0.00","","","","£117,342.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,088.59","","","","£20,752.32","£0.00","","Uncapped","£5,449.10","Uncapped","£0.00","£26,201.42","£162,290.01"
"Anne-Marie Trevelyan","Berwick-upon-Tweed CC","","","£15,997.64","£0.00","","","","£99,689.73","£0.00","n/a","","£5,699.25","£0.00","n/a","","£0.00","£0.00","£121,386.62","","","","£18,106.29","£0.00","","Uncapped","£17,399.53","Uncapped","£0.00","£35,505.82","£156,892.44"
"Annette Brooke","Mid Dorset and North Poole CC","","","£258.78","£0.00","","","","£6,746.61","£0.00","n/a","","£0.00","£0.00","n/a","","£18,259.16","£0.00","£25,264.55","","","","£0.00","£0.00","","Uncapped","£201.60","Uncapped","£0.00","£201.60","£25,466.15"
"Antoinette Sandbach","Eddisbury CC","","","£20,595.32","£0.00","","","","£83,977.42","£0.00","n/a","","£4,440.91","£0.00","n/a","","£0.00","£0.00","£109,013.65","","","","£13,603.10","£0.00","","Uncapped","£7,892.30","Uncapped","£0.00","£21,495.40","£130,509.05"
"Austin Mitchell","Great Grimsby BC","","","£1,999.47","£0.00","","","","£14,357.23","£0.00","n/a","","£0.00","£0.00","n/a","","£70,519.96","£0.00","£86,876.66","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£86,876.66"
"Barbara Keeley","Worsley and Eccles South CC","","","£22,900.23","£0.00","","","","£132,862.17","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,762.40","","","","£0.00","£0.00","","Uncapped","£8,678.10","Uncapped","£0.00","£8,678.10","£164,440.50"
"Barry Gardiner","Brent North BC","","","£25,291.87","£0.00","","","","£144,920.36","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£170,212.23","","","","£0.00","£0.00","","Uncapped","£1,020.25","Uncapped","£0.00","£1,020.25","£171,232.48"
"Barry Sheerman","Huddersfield BC","","","£21,752.64","£0.00","","","","£139,435.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,188.35","","","","£9,681.72","£0.00","","Uncapped","£4,116.70","Uncapped","£0.00","£13,798.42","£174,986.77"
"Ben Bradshaw","Exeter BC","","","£18,057.65","£0.00","","","","£140,898.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,956.35","","","","£10,220.17","£0.00","","Uncapped","£4,299.25","Uncapped","£0.00","£14,519.42","£173,475.77"
"Ben Gummer","Ipswich BC","","","£25,704.43","£0.00","","","","£150,678.21","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£176,382.64","","","","£22,520.34","£0.00","","Uncapped","£11,381.86","Uncapped","£0.00","£33,902.20","£210,284.84"
"Ben Howlett","Bath BC","","","£20,413.13","£0.00","","","","£117,383.08","£0.00","n/a","","£5,998.54","£0.00","n/a","","£0.00","£0.00","£143,794.75","","","","£13,747.23","£0.00","","Uncapped","£7,583.64","Uncapped","£2,877.60","£24,208.47","£168,003.22"
"Ben Wallace","Wyre and Preston North CC","","","£16,790.94","£0.00","","","","£156,067.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£172,858.10","","","","£25,716.09","£0.00","","Uncapped","£12,041.58","Uncapped","£1,987.74","£39,745.41","£212,603.51"
"Bernard Jenkin","Harwich and North Essex CC","","","£9,340.37","£0.00","","","","£131,401.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,741.68","","","","£0.00","£0.00","","Uncapped","£1,338.97","Uncapped","£0.00","£1,338.97","£142,080.65"
"Bill Cash","Stone CC","","","£14,764.83","£0.00","","","","£137,013.26","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,778.09","","","","£19,358.16","£0.00","","Uncapped","£8,906.55","Uncapped","£0.00","£28,264.71","£180,042.80"
"Bill Esterson","Sefton Central CC","","","£15,557.57","£0.00","","","","£143,779.05","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,336.62","","","","£18,738.51","£0.00","","Uncapped","£12,676.00","Uncapped","£0.00","£31,414.51","£190,751.13"
"Bill Wiggin","North Herefordshire CC","","","£9,151.34","£0.00","","","","£123,087.73","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£132,239.07","","","","£2,045.62","£0.00","","Uncapped","£7,617.60","Uncapped","£0.00","£9,663.22","£141,902.29"
